Candidato,Mes,Texto
JP Velasco,Septiembre,"El candidato a la vicepresidencia por la Alianza Libre, Juan Pablo Velasco, aseguró este lunes que, con Jorge Tuto Quiroga (presidenciable), siempre estarán juntos porque son un binomio orgánico.  Estamos acá juntos, nos pueden ver, nos van a ver siempre juntos, (aunque) en todos lados no pueden decir lo mismo, dijo JP Velasco durante una declaración ante los periodistas en el comienzo de una reunión en La Paz con los legisladores electos de Libre. Esta declaración surge en medio de las constantes advertencias del candidato a la vicepresidencia del Partido Demócrata Cristiano (PDC), Edman Lara, a su postulante a la presidencia, Rodrigo Paz. Sin embargo, cuando Velasco fue consultado si ese mensaje de unidad del binomio de Libre está dirigido de manera directa al capitán Lara, Tuto intervino de inmediato y dijo: A Bolivia. Luego Velasco también aseguró que es un mensaje a Bolivia.  Pero, nosotros somos un binomio orgánico, yo no quiero ser presidente, yo quiero que Tuto sea presidente y Tuto va a ser presidente, agregó el candidato a la vicepresidencia mientras abrazaba a su acompañante. Nosotros tenemos que trabajar en conjunto, Bolivia necesita unidad, necesita un equipo y no solo un binomio, nosotros tenemos un equipo grandísimo (…), estamos muy contentos, estamos trabajando porque tenemos que cambiar todo (…) y aquí estamos, vamos a estar siempre juntos, insistió. El binomio Quiroga – Velasco se enfrentará a Paz y Lara en la segunda vuelta electoral convocada para el próximo 19 de octubre."
JP Velasco,Agosto,"El candidato vicepresidencial de Libre, Juan Pablo Velasco, explicó su visión para convertir a Bolivia en un país tecnológico y abierto a las inversiones de los emprendedores más reconocido del mundo.  Como ejemplo, mencionó a Elon Musk y propuso que de inicio se abra Bolivia a su empresa de internet satelital Starlink, porque actualmente el país le ha cerrado sus puertas por razones políticas.  Sin embargo, quiere que Bolivia esté abierta para más emprendedores de ese estilo.  (Podría ser la empresa) de Elon Musk, de Marcos Galperin, de David Velez, de Pavel Durov, de Mark Zuckerberg, de Jeff Bezos, de Peter Thiel, de Tim Ferriss, todos los emprendedores tecnológicos internacionales más exitosos que han generado compañías desde sus escritorios y han dinamizado economías y han creado soluciones para los millones de ciudadanos en este planeta.  Tienen que pensar en Bolivia como un lugar viable para ejercer sus actividades y, por supuesto, para invertir y para generar empleo, dijo Velasco en entrevista con Erbol.  En la lista que mencionó Velasco, están emprendedores del sector tecnológico que han creado empresas ahora multimillonarias a nivel mundial, como Musk con Tesla, Starlink o SpaceX, Zuckerberg con Facebook, Bezos con Amazon, además de quienes provienen del continente americano con Galperin de Mercado Libre o Velez de Nubank.  Explico que su estrategia sería promover la marca Bolivia y generar condiciones de seguridad jurídica para las inversiones.  Eso absolutamente va a hacer que todos estos emprendedores, todas estas grandes empresas de tecnología y tradicionales, vean a Bolivia.  Lamentó que actualmente Bolivia está en un hueco negro de Latinoamérica, donde no están presentes por decisiones políticas.  Recalcó el ejemplo de Starlink, que está casi en todo el continente, menos en Bolivia, Venezuela, Nicaragua y Cuba.  Esa es la imagen que tenemos que cambiar, comentó.  En el caso de Starlink, dijo que le abriría Bolivia y que los clientes elijan si quieren tener internet satelital de esa empresa o en la forma tradicional.  Lo importante acá es dar la opción a que los usuarios elijan.  La tecnología llegó para mejorar nuestras vidas, la tecnología y la libre competencia llegó para que los usuarios y las personas podamos elegir entre cuál mejor precio o servicio se adapta a nuestras posibilidades y a nuestras necesidades, destacó.  Incluso amplió la apertura a Marcelo Claure, pese a que en la campaña optó por apoyar a otra candidatura.  Seguramente cuando Tuto Quiroga sea presidente, él (Claure) va a ser uno de los primeros empresarios tecnológicos en invertir millones y millones de dólares en Bolivia.  No tengo dudas de eso, enfatizó.  Explicó que, como parte de la propuesta, está la ley de protección a la inversión privada tanto nacional como internacional."
JP Velasco,Agosto,"El candidato a la Vicepresidencia de Bolivia Juan Pablo Velasco, acompañante de fórmula del expresidente Jorge Tuto Quiroga, afirmó en una entrevista con EFE que las elecciones generales del próximo 17 de agosto reflejarán un cambio de ciclo y que se está acabando el socialismo en el país.  El emprendedor tecnológico dijo que Libre no comenta las encuestas, pero que si se cumpliera el escenario que proyectan, es muy probable que la gran oposición democrática tenga mayoría frente a las candidaturas de izquierda del gubernamental Movimiento al Socialismo (MAS) y la alianza Popular.  Estoy seguro de que es un cambio de ciclo, de que se está acabando el socialismo y de que la gran oposición democrática va a tener las mayorías simples, las mayorías absolutas y los dos tercios para, en cada caso, lograr el cambio radical que necesita Bolivia, aseguró.  Para Velasco, dentro de esa gran oposición democrática están las alianzas lideradas por Quiroga y Doria Medina, APB-Súmate, del alcalde de Cochabamba, Manfred Reyes Villa; el senador Rodrigo Paz Pereira, que postula por el Partido Demócrata Cristiano (PDC), y la Alianza Libertad y Progreso ADN, de Pavel Aracena.  A su juicio, es una cuestión de sentido común lograr el consenso necesario para que desde el Legislativo haya luz verde a los planes para salir de la crisis que enfrenta el país por la falta de dólares y combustibles, el déficit fiscal y la elevada inflación.  Estamos destinados a entendernos, pero por el bien de Bolivia.  Estamos destinados a consensuar (... ) y eso vamos a hacer, manifestó el joven, que se considera cien por ciento capacitado para liderar la Asamblea Legislativa, lo que le tocaría hacer como vicepresidente si Libre gana las elecciones.  El candidato no quiere hablar sobre el expresidente Evo Morales (2006-2019), quien promueve el voto nulo en las elecciones al no poder postularse.  Evo ya es pasado, ya tuvo su oportunidad, ya fue presidente tres veces, intentó una cuarta.  Entonces ya no vale la pena incluso en la prensa darle tanta cabida, opinó.  Para Velasco, las ideologías y el caudillismo se acaban cuando la gente debe pasar horas en fila para conseguir combustible, o cuando en el mercado los alimentos están caros, algo que todos los bolivianos están sufriendo y por lo que considera que todos quieren virar hacia una dirección distinta a la de los últimos 20 años.  La prioridad para Libre –dijo– es solucionar la situación económica actual, empezando por el desabastecimiento de combustibles mediante un plan de salvataje para regularizar la provisión de gasolina y diésel.  Entre los planes inmediatos también proponen disminuir el déficit fiscal con recortes sobre todo en el gasto corriente en el presupuesto estatal de 2026 y liberar las exportaciones para captar divisas y que retorne la confianza en el sistema financiero, agregó.  Velasco es cofundador de una plataforma dedicada al reparto de alimentos a domicilio que luego fue adquirida por la cadena PedidosYa y actualmente es el gerente general de Yango Bolivia, por lo que un componente fuerte en su discurso electoral es el área tecnológica.  Propone transformar al país en una Bolivia digital para que las oficinas estatales estén más vacías porque la gente podrá hacer sus trámites en línea, dejando el espacio presencial para quienes lo requieran, entre estos las personas sin acceso a internet.  Defiende también que la tecnología llegó a nuestras vidas para unir y achicar brechas, no llegó para desplazar a nadie y asegura que a eso apunta su Bolivia digital, a sabiendas de que la brecha digital en el país aún es alta.  En cuanto a la política exterior, Velasco ve necesario volver a conectar a Bolivia con el resto del mundo y restablecer las relaciones con las grandes potencias vecinas y mundiales, como Estados Unidos, China, Brasil y Argentina."
JP Velasco,Agosto,"A primera hora de la jornada de votación, el candidato a vicepresidente Juan Pablo Velasco, del partido Alianza Libre, llegó a las 08:00 al Colegio Nacional Salesiano, su recinto electoral en Santa Cruz de la Sierra.  Lo hizo acompañado de sus compañero de fórmula, Jorge Tuto Quiroga, candidato a presidente de Bolivia.  &quot;Iniciamos temprano.  Estamos ejerciendo este derecho.  Invitamos a los bolivianos a que salgan a votar, que voten tranquilos, y que sea una jornada en paz.  Bolivia necesita democracia, Bolivia necesita resultados.  Estamos tranquilos&quot;, indicó el candidato Velasco. Asimismo, Branko Marinković, primer candidato a senador por Santa Cruz, estaba acompañando al binomio de Alianza Libre.  Con un semblante tranquilo y relajado, Velasco se aproximó hasta su urna para ejercer su derecho al voto.  Aunque Velasco estuvo acompañado por sus colegas de partido, Quiroga aclaró que solo estaba acompañando a Velasco, ya que él votará en La Paz.Juan Pablo Velasco, el acompañante de fórmula de Jorge Tuto Quiroga, aseguró que no busca ser como los políticos tradicionales y, por el contrario, pretende romper con lo ya establecido.  En otras palabras, explicó, quiere representar a los jóvenes bolivianos desde la vicepresidencia del país.  Así presenta el conocido medio digital El Observador, de Uruguay, al empresario tecnológico cruceño, en una extensa entrevista difundida el sábado 2 de agosto. Quiero ser la representación de los jóvenes en el Estado boliviano, declaró Velasco durante la entrevista realizada en Córdoba (Argentina), donde participó del Derecha Fest, un evento de pensamiento libertario que tuvo al presidente Javier Milei como figura central. Los jóvenes se están yendo, las empresas están cerrando y la esperanza se está perdiendo.  Con Tuto queremos devolver la esperanza, hacer un giro de 180 grados y cambiar la mentalidad de quienes hoy sienten que no hay futuro en el país, expresó. En la entrevista, la propuesta central de Velasco es implementar un plan de salvataje económico que inyecte liquidez al sistema y recupere la confianza en el sector financiero.  Para ello, plantea reestructurar la deuda heredada y acudir a organismos multilaterales como el Fondo Monetario Internacional (FMI). El candidato señaló que en el país hay un corralito con el dólar, porque el Gobierno del MAS despilfarró las reservas y ahora considera que es el momento de presentar un plan agresivo para garantizar combustible y divisas en el menor plazo. Consultado sobre los subsidios a los carburantes, Velasco respondió que, a diferencia de otros candidatos que proponen eliminarlos de forma general, él plantea utilizar herramientas tecnológicas como el sistema B-SISA para focalizar su retiro en los sectores privados y de transporte pesado, manteniéndolo para el transporte público. El empresario también se refirió al respaldo de Marcelo Claure (el hombre más rico de Bolivia, según El Observador) a la candidatura de Samuel Doria Medina.  Claure no ha invertido ni creado nada en Bolivia en tecnología.  Lo admiro, pero su voto vale lo mismo que el de cualquier ciudadano.  No vamos a reunirnos entre cuatro paredes con empresarios millonarios.  Vamos a abrir Bolivia al mundo, pero con una visión descentralizada y de redistribución real, señaló al respecto. Y en esa línea, Velasco propuso ante el medio uruguayo un nuevo pacto fiscal en Bolivia, que dé prioridad a las regiones.  Su planteamiento: 62% de los recursos para gobernaciones, municipios, universidades y autonomías; y 38% para el nivel central. Queremos cambiar el rumbo de los últimos 20 años, y hacerlo con coraje, con juventud y con ideas, concluyó."
JP Velasco,Agosto,"El clima político rumbo a la segunda vuelta electoral se tensiona tras las declaraciones de Rodrigo Paz, candidato presidencial por el Partido Demócrata Cristiano (PDC), quien pidió a Jorge Tuto Quiroga declinar su candidatura para viabilizar un cambio de Gobierno rápido y en consenso. La respuesta no tardó en llegar.  Juan Pablo Velasco, candidato a la vicepresidencia por la Alianza Libre, calificó de antidemocrático el planteamiento de Paz y recordó que la Constitución y el Tribunal Supremo Electoral (TSE) garantizan la segunda vuelta. La Constitución Política del Estado dice que hay una segunda vuelta; está aprobado por el Tribunal Supremo Electoral y me parece muy antidemocrático pedir que se baje (un candidato).  Y peor hacerlo en Santa Cruz, donde ganamos, donde ellos salieron terceros.  ¿A qué se expone con esas peticiones? A que lo silben.  Escucharon cómo fue silbado, expresó Velasco. El aspirante a la vicepresidencia consideró que la política debe resolverse en las urnas y no en acuerdos que excluyan opciones legítimas.  Estamos hablando de una contienda electoral donde la democracia dice que decida el pueblo, y no hay nada más antidemocrático que pedir que se bajen los contendientes, subrayó. Velasco ironizó sobre el doble discurso dentro del PDC: Parece que (Rodrigo Paz) está aprendiendo de su (candidato a) vicepresidente: él (Lara) quiere bajarlo a él (Paz) y él (Paz) quiere bajarlo a Tuto.  No nos bajemos ninguno; compitamos.  El 19 de octubre tenemos la chance de que el pueblo boliviano decida un presidente. Finalmente, ratificó su compromiso con la segunda vuelta y felicitó a sus rivales por llegar a esta instancia.  La CPE dice lo que tiene que pasar: nos hemos ganado un lugar en la segunda vuelta.  Ellos también.  Los felicito a Rodrigo Paz y al capitán Lara.  El pueblo decidió que estén (en segunda vuelta) y el pueblo también decidió que nosotros (Tuto y JP) estemos.  Si el pueblo decidió, démosle la segunda vuelta, concluyó."
JP Velasco,Agosto,"El candidato a la vicepresidencia de Alianza Libre, Juan Pablo Velasco, propuso debatir con el capitán Edman Lara, candidato vicepresidencial del PDC, en el mercado central de la ciudad de Tarija. Adrián Vega, vocero de esa coalición política, confirmó que existe la propuesta de Velasco y dependerá de la fecha que el Tribunal Supremo Electoral (TSE) disponga para el debate. Según Vega, el candidato vicepresidencial de Alianza Libre sugirió el mercado de Tarija ante el pedido de Lara de debatir en ese tipo de espacio, donde compradores y vendedores interactúan. El jefe nacional del Frente Revolucionario de Izquierda (FRI), Edgar Guzmán, no descartó que la contienda política de Velasco con Lara sea en la ciudad de Tarija. &quot;Será una oportunidad para que nuestro candidato vicepresidencial pueda demostrar que las propuestas de la Alianza Libre son viables para salir de la crisis económica&quot;, afirmó Guzmán. El Tribunal Supremo Electoral (TSE) prevé organizar el debate de los dos candidatos a la vicepresidencia en una fecha a definirse. Al respecto, el vocal Gustavo Ávila aseveró que los debates de vicepresidentes y presidentes están incluidos en el calendario electoral de la segunda vuelta de las elecciones generales a efectuarse el 19 de octubre.  Otras actividades importantes que se incluyen en el calendario tiene que ver con la propaganda preelectoral y el sorteo de jurados, entre otros."
JP Velasco,Agosto,"El esperado cara a cara entre los candidatos a la vicepresidencia, Juan Pablo Velasco (Libre) y Edman Lara (Partido Demócrata Cristiano, PDC), en el mercado Abasto cruceño terminó en desencuentro.  Velasco llegó al populoso centro de abasto este miércoles con la intención de debatir, pero su contrincante, que había lanzado el reto días antes, declinó asistir alegando que debía priorizar su defensa en un proceso judicial. Yo estoy dispuesto a debatir en cualquier escenario para que la población esté informada.  Vamos a hablar de los problemas de los bolivianos, que es lo más importante, dijo Velasco, quien recorrió el mercado y aseguró que la economía será el eje central de su mensaje.  El único candidato con la experiencia, la capacidad, el equipo y el plan para estabilizar la economía es Tuto Quiroga, remarcó, en alusión a su compañero de fórmula. El desafío en redesLa polémica comenzó el 19 de agosto, cuando el propio Lara retó públicamente a Velasco a un debate antes del balotaje del 19 de octubre, en el que se enfrentarán Rodrigo Paz (PDC) y Jorge Tuto Quiroga (Libre).  Es momento de debatir de cara al país.  Te invito públicamente, debatamos, no les cerremos la puerta al debate, escribió Lara en redes sociales. Velasco aceptó de inmediato y planteó un formato austero: Sin equipos políticos, sin medios, solamente vos y yo en un puestito del mercado con dos sillitas.  La iniciativa se viralizó y Lara sugirió que el encuentro se realice en el mercado Abasto, en Santa Cruz.  Velasco recogió el guante, fijó día y hora, pero el PDC finalmente no asistió. La audiencia en La GuardiaEl martes, Lara explicó a los medios que no participaría en el debate porque debía enfrentar una audiencia judicial en el municipio de La Guardia, donde se lo procesa por coacción en un caso vinculado con la compra de terrenos.  Por las circunstancias que ahora estoy viviendo, me voy a dedicar a defenderme.  Dejémoslo para más adelante, pero ahora tengo que defenderme de este injusto proceso, señaló. El excapitán detalló que la denuncia surgió tras un conflicto con un expolicía al que acusó de estafar a 68 familias.  De denunciante pasé a denunciado, cuestionó, tras salir de una audiencia que finalmente fue suspendida porque el denunciante no se presentó. De todos modos, Velasco estuvo en el mercado este miércoles y esperó a Lara, aunque en el contexto de la campaña.  No vine por oportunismo, yo ya recorrí este y otros mercados antes.  Mi esposa también viene a comprar acá.  Lo que buscamos es hablar con la gente y exponer nuestras propuestas, dijo el candidato de Libre. Por su lado, el presidente del Consejo de la Magistratura, Manuel Baptista, aseguró desde Sucre que una funcionaria de Transparencia dará seguimiento al proceso judicial que enfrenta Lara, con el fin de verificar si se respetan sus derechos.  Si se detectan vulneraciones al debido proceso, se tomarán las acciones correspondientes, evitando la instrumentalización de la justicia, sostuvo, luego que seguidores del capitán se movilizaron en rechazo a la reactivación del caso. De acuerdo con el cronograma del Tribunal Supremo Electoral (TSE), el balotaje incluirá dos jornadas oficiales de debate: la primera enfrentará a los presidenciables Rodrigo Paz y Tuto Quiroga; y la segunda a sus compañeros de fórmula, Edman Lara y Juan Pablo Velasco. Las elecciones que definirán al 68º presidente de Bolivia se celebrarán el 19 de octubre."
JP Velasco,Agosto,"Por medio de WhatsApp nos llegó una imagen que muestra una publicación de Facebook que señala que el aspirante a la vicepresidencia por la Alianza Libre Juan Pablo (JP) Velasco no emitió su voto porque olvidó su cédula de identidad. Sin embargo, esto es falso; en un video el candidato muestra su documentación después de haber votado. El candidato a la vicepresidencia por Tuto Quiroga Juan Pablo Velasco no pudo emitir su voto este domingo al haber olvidado su carnet de identidad en su domicilio, se lee en la captura de imagen que muestra que fue publicada por la página Marco Zabala Periodista y que acredita como fuente al medio de comunicación Red Uno. Este bulo también circula por TikTok ¿JP Velasco votó o no votó? Sí, el candidato sí votó en la ciudad de Santa Cruz. En el video #1 se ve cómo el Velasco llega a su recinto electoral y espera en la fila. En la transmisión #2 muestra cuando espera por ingresar a marcar la papeleta y en el audiovisual #3 muestra su documentación tras haber sufragado. En él se ve su carnet de identidad.     Video #1     Video # 2     Video #3 No se publicó desde la página de Marco Zabala Periodista Finalmente, Bolivia Verifica se contactó con el periodista Marco Zabala quien negó que esa publicación pertenezca a su página principal en Facebook. Esa información no fue publicada por nuestro medio Marco Zabala Periodista, me gustaría que puedan descartar a través de su importante página tal información ya que no nos corresponde, es de una página creada por otra persona inescrupulosas, respondió. Por lo tanto, es falsa esta versión que circula por las redes sociales. "
JP Velasco,Agosto,"El candidato a vicepresidente por Libre, Juan Pablo Velasco, se mostró muy contento tras los resultados de la primera vuelta electoral y resaltó la importancia del respaldo ciudadano: Hemos logrado un primer objetivo muy importante. No es fácil estar acá, millones de personas confiaron en este proyecto y eso es lo más importante. A seguir trabajando, afirmó. En relación a las declaraciones de Samuel Doria Medina, Velasco señaló que no le sorprenden y destacó las coincidencias ideológicas con su proyecto: Hay que ver cuánta gente lo respalda. Nosotros somos el único proyecto liberal de derecha que, con la capacidad y experiencia de Tuto Quiroga, puede sacar a Bolivia adelante en el tema económico. Que otros compartan nuestra ideología y no nos apoyen no es una sorpresa, era algo que esperábamos. Además, el candidato felicitó a líderes de otras fuerzas políticas, reconociendo el esfuerzo y la extensión de la campaña electoral: Quiero felicitar a Rodrigo Paz, al capitán Lara, Samuel, Lupo y a todas las otras fuerzas políticas; ha sido una campaña larga, indicó. Finalmente, Velasco puntualizó que la campaña para la segunda vuelta comienza inmediatamente y que su equipo trabajará intensamente durante los próximos dos meses: La campaña empieza en este momento, no paramos, son dos meses, concluyó. "
JP Velasco,Agosto," El reto fue lanzado ayer, cuando el candidato a la Vicepresidencia por el Partido Demócrata Cristiano (PDC), Edman Lara, instó a Juan Pablo Velasco, su par de Libre, a debatir antes de la inédita segunda vuelta prevista para el 19 de octubre en Bolivia. Es momento de debatir de cara al país. Te invito públicamente, debatamos, no les cerremos la puerta al debate, no hagamos debate entre los que quieren mentirle a la gente, propuso Lara. La respuesta no se dejo esperar y fue el mismo Velasco quien no solo aceptó el reto, sino que planteó que fuera en TikTok Live, la plataforma que permite a los espectadores y creadores de contenido interactuar en tiempo real. Por supuesto que acepto el reto. Es más, voy a más allá, hagamos un debate en serio. Hagamos un debate los dos sentados en un estudio, frente a dos cámaras, dos celulares filmando en TikTok Live, aseveró en contacto con el programa Detrás de la Verdad. Velasco apeló a que este cara a cara sea un ida y vuelta, sin formatos, sin celulares, sin papeles. Pidió, además, que sea pronto. Pongamos a los equipos a hablar, instó. En la ocasión también reconoció que Lara es famoso en TikTok, a diferencia de él, quien recién empieza en esta plataforma. También dejó en claro que ambos tienen ideologías distintas y quieren una Bolivia diferente.   En la recta final se definió como de derecha liberal y a Lara, de centro izquierda. En este contexto afirmó que respeta al candidato del PDC y le pidió que el debate se realice con altura y sin insultos. La gente no quiere ver a dos personas pelearse, enfatizó. "
JP Velasco,Agosto," El candidato vicepresidencial por Libre, Juan Pablo Velasco, no solo aceptó la propuesta de  Edman Lara, del PDC, de debatir en el mercado Abasto de Santa Cruz, sino que también puso fecha y hora para el anunciado encuentro por TikTok Live. Como caracterizó a ambos, los hizo a través de un video que se viralizo en las redes, donde JP expresó su deseo de conocer y escuchar a Lara. ¿Qué te parece si este miércoles, al mediodía, en el mercado Abasto nos encontramos solamente vos y yo sentados en un puestito del mercado con dos sillitas a charlar, a debatir y a hablar de los problemas de los bolivianos?, lanzó el vice de Libre. En la ocasión, también adelantó detalles y anunció que su equipo le enviará la dirección exacta del punto de encuentro a Lara para debatir con altura política y sin guerra sucia.   Remarcó: Sin equipos políticos, sin los medios de prensa, solamente vos y yo sentados con cámaras de TikTok filmando como medio de transmisión. EL RETO Recordemos que todo comenzó el 19 de agosto, cuando Lara retó a Velasco a debatir antes del inédito balotaje previsto para el 19 de octubre en Bolivia. Es momento de debatir de cara al país. Te invito públicamente, debatamos, no les cerremos la puerta al debate, no hagamos debate entre los que quieren mentirle a la gente, propuso Lara entonces. La respuesta no se dejó esperar y fue el mismo Velasco quien no solo aceptó el reto, sino que planteó que fuera en TikTok Live, la plataforma que permite a los espectadores y creadores de contenido interactuar en tiempo real. Por supuesto que acepto el reto. Es más, voy a más allá, hagamos un debate en serio. Hagamos un debate los dos sentados en un estudio, frente a dos cámaras, dos celulares filmando en TikTok Live, aseveró en contacto con el programa Detrás de la Verdad. El diálogo a través de las redes continuó con una propuesta de Lara: que el debate sea en el mercado Abasto de Santa Cruz. "
JP Velasco,Julio,"Juan Pablo Velasco, candidato a la Vicepresidencia por la Alianza Libre de Jorge Tuto Quiroga, asistió al denominado Derecha Fest, un foro liberal internacional, en Córdoba (Argentina).  Durante el evento, Velasco sostuvo un breve encuentro con el presidente de Argentina, Javier Milei, según se observa en una imagen que circula en las redes sociales.  El candidato también destacó en un video que conoció a figuras destacadas del liberalismo regional como Agustín Laje, Diego Recalde, Nicolás Márquez y Daniel Parisini, conocido como Gordo Dan."
JP Velasco,Julio,"—¿Por qué decides dar el salto a la política? Nunca has sido candidato ni tuviste un cargo público. Vengo del mundo privado, soy empresario, nunca fui candidato ni funcionario.  Desde ese lugar he generado impacto positivo, y ahora quiero hacerlo desde el sector público.  Los jóvenes ya no pensamos igual, no nos interesa la politiquería.  Venimos con otra visión, sin caretas, con ganas de sacar adelante al país aplicando lo aprendido como emprendedor. —¿Y por qué decidiste acompañar a Tuto Quiroga? Él representa a una generación política distinta a la tuya. Es un binomio complementario.  Él tiene la experiencia y yo la fuerza, la energía, otra visión de Estado.  Él es de Cochabamba, yo de Santa Cruz.  Yo vengo de la tecnología, del emprendedurismo; él conoce la política y tiene la capacidad de sacar al país adelante.  Lo admiro profundamente.  Es la persona más inteligente que conozco.  Bolivia necesita experiencia para salir de la crisis, y juventud para proyectarse al futuro. —¿No te preocupa que te cuestionen por falta de experiencia política? El rol del vicepresidente requiere negociar, consensuar. No tengo experiencia política y lo asumo como una virtud.  Necesitamos menos políticos profesionales y más expertos en tecnología, salud, educación, agricultura.  Los consensos no se logran con mañas, se logran con sentido común.  Si la oposición democrática logra mayoría, como parece, será posible consensuar con quienes de verdad quieren sacar a Bolivia adelante. —¿Cuáles serían las primeras leyes o prioridades de tu agenda si llegas al cargo?Lo primero es el Presupuesto General del Estado 2025, que debe aprobarse hasta fin de año.  El de este año fue desastroso: 10% para salud, 10% para educación, y casi 60% para gasto corriente.  Luego, el plan de salvataje económico, especialmente para recuperar la confianza en el sistema financiero y atraer dólares.  Y, por supuesto, el plan Bolivia Digital para transparentar el Estado, que hoy está atrapado en la opacidad. —Hablás mucho de digitalizar el Estado.  ¿Qué implica eso?Queremos cambiar la relación entre el ciudadano y el Estado.  Hoy sigue siendo de filas, coimas, fotocopias y trámites interminables.  En cinco años queremos que todos los trámites puedan hacerse desde el celular.  Y para quienes no tienen acceso a internet, oficinas más eficientes, sin madrugar para sacar un ticket.  La tecnología ya está disponible.  Lo que falta es decisión política. —¿Y cómo se ejecutaría ese ambicioso plan? ¿Desde la Vicepresidencia?Vamos a crear una institución nacional con los mejores talentos bolivianos en tecnología.  Hay jóvenes cracks en El Alto, Potosí, Cochabamba, que hoy desarrollan productos para el exterior.  Los vamos a convocar.  No queremos más ministerios ni más viceministerios, pero sí una estructura eficiente, local, que lidere esta transición de un Estado analógico a uno digital. —¿Cómo respondes a la crítica de que dijiste que querías hacer al Estado sexi para los jóvenes?No fue una estrategia de campaña, fue una expresión genuina.  Así hablamos los jóvenes.  Muchos candidatos hablan perfecto, pero sin contenido.  Yo fui auténtico y el mensaje llegó.  La política necesita verdad, no frases vacías. —¿Qué responderías a quienes dicen que la Vicepresidencia es un cargo simbólico? ¿Cuál sería tu rol real?Vamos a tener una Vicepresidencia activa.  No venimos a administrar lo pasado, venimos a revolucionar todo: política, economía, salud.  No creemos en caudillismos.  Vamos a estar 18 horas al día en la Asamblea, trabajando, legislando, empujando el cambio. —¿Cómo recuperarás la esperanza de los jóvenes en la política?Vamos a lanzar el proceso de selección más grande de la historia para que los jóvenes ingresen al Estado por meritocracia.  Ya publiqué mi correo personal (juanpablovelasco10@gmail. com) y me llegaron cientos de currículums.  Quiero que los jóvenes vayan al Estado con ganas, sin miedo, sin vergüenza.  Que no se vayan del país por falta de oportunidades.  Hay que transformar al Estado desde adentro. —En la calle, la gente también pide respuestas concretas: ¿cómo estabilizarán el dólar?El dólar no puede seguir fijo.  Este tipo de cambio está subsidiado artificialmente y destruyó nuestras reservas.  Debemos ir a un tipo de cambio flexible, con control de la emisión monetaria.  El déficit fiscal es el origen del problema.  Estamos gastando más de lo que tenemos hace una década.  Hay que ajustar. —¿Qué harás con la crisis judicial?Independencia real de poderes.  ¿Por qué tenemos un Ministerio de Justicia si existe un Poder Judicial? La gente ya no confía en las instituciones.  Eso solo se cambia con liderazgo y con decisiones firmes. —¿Y frente al alza del costo de vida y la canasta familiar?Otra vez, el origen es el déficit fiscal.  El 67% del presupuesto se va en gasto corriente.  Hay 45. 000 burócratas que no hacen nada.  No hablamos de despedir maestros o policías, sino de recortar el exceso de personal que no cumple funciones reales.  Mejor pagar bien a los buenos que mal a muchos. —¿Qué postura tenés respecto a los avasallamientos de tierras?Pena dura a los avasalladores.  El 70% de los incendios del año pasado fue por ocupaciones ilegales.  Las multas son ridículas.  Vamos a formar guardabosques capacitados, subir sanciones y aplicar controles estrictos.  Hay que proteger la propiedad y el medioambiente. —¿Tenés una propuesta para mejorar la educación?No puede ser que solo el 20% de los colegios públicos tenga internet.  Hay que invertir en conectividad, capacitación continua para maestros y uso de tecnología.  La educación tiene que estar en el centro del desarrollo. — Para cerrar: ¿Cuál es tu mensaje para el electorado?El 17 de agosto es una cita histórica con la democracia.  Podemos cambiar de rumbo.  Podemos cerrar un ciclo que le ha hecho mucho daño a Bolivia.  Y podemos iniciar uno nuevo, con los jóvenes como protagonistas.  No venimos a seguir lo mismo, venimos a cambiarlo todo."
JP Velasco,Julio,"Juna Pablo Velasco, el candidato vicepresidencial de Jorge Tuto Quiroga, por Alianza Libre, tuvo un lapsus durante una entrevista en el desfile por la Revolución de La Paz. 4875c910-f849-4f9d-a458-fc7bc8ade6d8.jpg Luego de participar en el desfile de teas con Tuto, Juan Pablo Velasco no recordó que se trataba de un acto por el Grito Libertario de La Paz. Estamos muy felices en el desfile de teas, primera vez que participamos. Una efeméride muy importante para la ciudad de Cochabamba , dijo Velasco, acompañado de Tuto. Las críticas no se dejaron esperar en redes sociales. Y es que Juan Pablo Velasco estuvo envuelto en críticas por su frase sobre trabajar en el Estado y su sinceridad acerca de su desconocimiento del cargo que busca asumir. "
JP Velasco,Julio," Juan Pablo Velasco, candidato a la Vicepresidencia por la Alianza Libre, asistió al Derecha Fest, un foro liberal internacional celebrado en Córdoba, Argentina. Durante el evento, Velasco sostuvo un breve encuentro con Javier Milei, imagen que circuló ampliamente en redes sociales. Velasco destacó su presencia en el Derecha Fest, donde también conoció a importantes figuras del liberalismo regional como Agustín Laje, Diego Recalde, Nicolás Márquez y Daniel Parisini, conocido como Gordo Dan. La asistencia de Velasco a este evento subraya el interés de la Alianza Libre por vincularse con movimientos y líderes de pensamiento liberal y conservador en la región, a medida que avanza la campaña electoral en Bolivia. "
